source	target	strength	***
G018765	T26321	0.98	***
G018765	T26322	0.98	***
G018765	T26323	0.98	***
G018765	T26324	0.98	***
G018765	T26325	0.98	***
G018765	T26326	0.98	***
G018765	T26327	0.98	***
G018775	T02346	0.98	***
G018775	T02348	0.98	***
G018775	T14959	0.98	***
G018775	T18989	0.98	***
G018775	T18990	0.98	***
G018776	T03412	0.98	***
G018776	T11386	0.98	***
G018776	T25905	0.98	***
G018776	T25906	0.98	***
G018776	T25907	0.98	***
G018778	T08163	0.98	***
G018779	T04896	0.98	***
G018779	T23263	0.98	***
G018780	T08166	0.98	***
G018780	T11212	0.98	***
G018785	T17631	0.98	***
G018785	T23418	0.98	***
G018789	T08171	0.98	***
G018789	T08891	0.98	***
G018789	T25770	0.98	***
G018790	T08172	0.98	***
G018790	T08892	0.98	***
G018790	T28015	0.98	***
G018791	T08173	0.98	***
G018791	T08174	0.98	***
G018791	T08194	0.98	***
G018791	T09203	0.98	***
G018792	T08175	0.98	***
G018792	T08176	0.98	***
G018792	T08177	0.98	***
G018792	T15519	0.98	***
G018792	T19125	0.98	***
G018792	T19126	0.98	***
G018792	T26210	0.98	***
G018792	T26211	0.98	***
G018793	T08180	0.98	***
G018793	T08181	0.98	***
G018793	T08182	0.98	***
G018793	T11189	0.98	***
G018795	T00554	0.98	***
G018795	T01907	0.98	***
G018795	T01908	0.98	***
G018795	T11435	0.98	***
G018796	T08183	0.98	***
G018796	T08184	0.98	***
G018796	T08185	0.98	***
G018796	T08186	0.98	***
G018796	T08188	0.98	***
G018796	T08189	0.98	***
G018796	T08190	0.98	***
G018796	T09202	0.98	***
G018797	T08191	0.98	***
G018797	T10277	0.98	***
G018798	T01903	0.98	***
G018798	T18681	0.98	***
G018799	T08195	0.98	***
G018799	T08196	0.98	***
G018799	T09258	0.98	***
G018800	T01915	0.98	***
G018800	T01916	0.98	***
G018800	T01917	0.98	***
G018800	T18687	0.98	***
G018801	T00551	0.98	***
G018801	T00552	0.98	***
G018801	T11430	0.98	***
G018803	T08200	0.98	***
G018803	T10274	0.98	***
G018805	T08230	0.98	***
G018805	T08332	0.98	***
G018805	T18913	0.98	***
G018805	T26420	0.98	***
G018805	T26421	0.98	***
G018805	T27979	0.98	***
G018805	T27980	0.98	***
G018806	T08330	0.98	***
G018807	T22389	0.98	***
G018807	T22390	0.98	***
G018807	T31634	0.98	***
G018808	T15696	0.98	***
G018808	T15697	0.98	***
G018809	T18914	0.98	***
G018809	T18915	0.98	***
G018809	T18916	0.98	***
G018810	T18917	0.98	***
G018810	T18918	0.98	***
G018811	T08871	0.98	***
G018811	T08872	0.98	***
G018816	T08201	0.98	***
G018817	T08202	0.98	***
G018818	T08203	0.98	***
G018819	T08204	0.98	***
G018820	T08205	0.98	***
G018821	T08206	0.98	***
G018822	T08207	0.98	***
G018823	T08208	0.98	***
G018823	T15951	0.98	***
G018824	T08209	0.98	***
G018825	T08210	0.98	***
G018826	T08211	0.98	***
G018827	T08212	0.98	***
G018827	T22677	0.98	***
G018828	T08213	0.98	***
G018828	T22788	0.98	***
G018829	T00955	0.98	***
G018829	T00956	0.98	***
G018829	T08215	0.98	***
G018830	T01477	0.98	***
G018830	T01478	0.98	***
G018830	T01479	0.98	***
G018830	T01480	0.98	***
G018830	T08216	0.98	***
G018830	T22614	0.98	***
G018831	T00843	0.98	***
G018831	T00844	0.98	***
G018831	T08217	0.98	***
G018833	T08223	0.98	***
G018834	T08224	0.98	***
G018836	T32564	0.98	***
G018836	T32565	0.98	***
G018836	T32566	0.98	***
G018836	T32567	0.98	***
G018855	T01992	0.98	***
G018855	T22668	0.98	***
G018857	T03688	0.98	***
G018862	T01897	0.98	***
G018871	T00345	0.98	***
G018874	T00296	0.98	***
G018879	T22690	0.98	***
G018879	T22691	0.98	***
G018884	T00106	0.98	***
G018885	T22701	0.98	***
G018885	T22702	0.98	***
G018885	T22703	0.98	***
G018887	T01074	0.98	***
G019030	T19894	0.98	***
G019030	T19895	0.98	***
G019142	T29725	0.98	***
G019142	T30230	0.98	***
G019159	T00118	0.98	***
G019159	T25630	0.98	***
G019159	T26135	0.98	***
G019159	T26136	0.98	***
G019159	T28837	0.98	***
G019169	T08095	0.98	***
G019169	T22942	0.98	***
G019169	T25799	0.98	***
G019169	T26278	0.98	***
G019279	T22474	0.98	***
G019279	T22475	0.98	***
G019279	T26151	0.98	***
G019279	T27990	0.98	***
G019285	T16377	0.98	***
G019285	T25832	0.98	***
G019285	T25833	0.98	***
G019285	T26060	0.98	***
G019286	T27254	0.98	***
G019286	T27255	0.98	***
G019286	T27256	0.98	***
G019286	T27369	0.98	***
G019286	T27370	0.98	***
G019286	T27371	0.98	***
G019286	T27372	0.98	***
G019286	T27373	0.98	***
G019286	T27374	0.98	***
G019286	T27958	0.98	***
G019286	T28821	0.98	***
G019351	T28752	0.98	***
G019351	T28777	0.98	***
G019351	T31692	0.98	***
G019376	T16958	0.98	***
G019376	T25840	0.98	***
G019419	T28168	0.98	***
G019419	T28788	0.98	***
G019421	T10718	0.98	***
G019421	T25720	0.98	***
G019421	T26274	0.98	***
G019421	T26275	0.98	***
G019475	T22426	0.98	***
G019475	T22437	0.98	***
G019475	T22438	0.98	***
G019475	T26867	0.98	***
G019476	T22423	0.98	***
G019476	T22424	0.98	***
G019476	T22447	0.98	***
G019476	T30320	0.98	***
G019476	T30321	0.98	***
G019476	T30322	0.98	***
G019476	T30323	0.98	***
G019506	T31441	0.98	***
G019506	T31442	0.98	***
G019524	T17429	0.98	***
G019524	T17430	0.98	***
G019524	T19346	0.98	***
G019524	T19347	0.98	***
G019548	T10612	0.98	***
G019548	T25628	0.98	***
G019551	T17927	0.98	***
G019551	T17928	0.98	***
G019551	T17929	0.98	***
G019551	T17930	0.98	***
G019553	T21154	0.98	***
G019553	T21155	0.98	***
G019554	T20432	0.98	***
G019554	T20433	0.98	***
G019555	T20434	0.98	***
G019555	T20435	0.98	***
G019555	T28906	0.98	***
G019556	T20367	0.98	***
G019556	T20368	0.98	***
G019556	T20369	0.98	***
G019557	T20370	0.98	***
G019557	T20371	0.98	***
G019557	T20372	0.98	***
G019558	T19415	0.98	***
G019558	T19416	0.98	***
G019559	T19417	0.98	***
G019559	T19418	0.98	***
G019561	T20379	0.98	***
G019561	T20380	0.98	***
G019561	T28903	0.98	***
G019563	T20387	0.98	***
G019563	T20388	0.98	***
G019565	T20404	0.98	***
G019565	T20405	0.98	***
G019565	T20406	0.98	***
G019565	T20407	0.98	***
G019565	T20408	0.98	***
G019566	T19425	0.98	***
G019566	T19426	0.98	***
G019566	T31719	0.98	***
G019567	T19427	0.98	***
G019567	T19428	0.98	***
G019567	T26880	0.98	***
G019569	T20428	0.98	***
G019569	T20429	0.98	***
G019570	T18477	0.98	***
G019570	T18478	0.98	***
G019571	T20436	0.98	***
G019571	T20437	0.98	***
G019572	T20438	0.98	***
G019572	T20439	0.98	***
G019572	T28907	0.98	***
G019573	T20444	0.98	***
G019573	T20445	0.98	***
G019586	T21855	0.98	***
G019586	T21856	0.98	***
G019586	T31668	0.98	***
G019586	T31669	0.98	***
G019588	T15988	0.98	***
G019588	T15989	0.98	***
G019599	T27179	0.98	***
G019599	T27180	0.98	***
G019599	T27380	0.98	***
G019599	T27381	0.98	***
G019599	T27949	0.98	***
G019599	T30285	0.98	***
G019602	T27251	0.98	***
G019602	T27252	0.98	***
G019602	T27253	0.98	***
G019602	T27950	0.98	***
G019622	T22463	0.98	***
G019622	T22464	0.98	***
G019690	T28750	0.98	***
G019690	T28784	0.98	***
G019690	T28785	0.98	***
G019690	T28804	0.98	***
G019690	T30296	0.98	***
G019690	T30907	0.98	***
G019707	T28756	0.98	***
G019707	T28775	0.98	***
G019721	T27240	0.98	***
G019721	T27241	0.98	***
G019721	T27242	0.98	***
G019721	T27243	0.98	***
G019721	T27285	0.98	***
G019721	T31777	0.98	***
G019731	T20450	0.98	***
G019731	T20451	0.98	***
G019731	T20452	0.98	***
G019749	T20477	0.98	***
G019749	T20478	0.98	***
G019762	T10642	0.98	***
G019762	T10643	0.98	***
G019771	T27154	0.98	***
G019771	T27892	0.98	***
G019771	T27893	0.98	***
G019771	T27894	0.98	***
G019771	T27895	0.98	***
G019771	T31624	0.98	***
G019780	T19532	0.98	***
G019780	T19533	0.98	***
G019793	T19540	0.98	***
G019793	T19541	0.98	***
G019793	T26370	0.98	***
G019795	T19578	0.98	***
G019795	T19579	0.98	***
G019797	T28742	0.98	***
G019797	T28793	0.98	***
G019797	T28794	0.98	***
G019797	T28795	0.98	***
G019797	T28796	0.98	***
G019809	T27316	0.98	***
G019809	T27317	0.98	***
G019809	T27318	0.98	***
G019818	T18011	0.98	***
G019818	T25704	0.98	***
G019818	T25771	0.98	***
G019818	T26288	0.98	***
G019821	T22520	0.98	***
G019821	T22521	0.98	***
G019821	T30959	0.98	***
G019821	T31712	0.98	***
G019831	T16315	0.98	***
G019831	T19396	0.98	***
G019839	T28747	0.98	***
G019839	T28767	0.98	***
G019839	T28809	0.98	***
G019861	T17026	0.98	***
G019861	T25745	0.98	***
G019861	T25746	0.98	***
G019877	T19496	0.98	***
G019877	T19497	0.98	***
G019923	T17586	0.98	***
G019923	T18872	0.98	***
G019923	T18873	0.98	***
G019923	T26404	0.98	***
G019943	T19099	0.98	***
G019943	T19100	0.98	***
G019943	T19101	0.98	***
G019951	T19829	0.98	***
G019951	T19830	0.98	***
G019951	T19831	0.98	***
G019951	T26023	0.98	***
G019953	T28753	0.98	***
G019953	T28774	0.98	***
G019967	T20142	0.98	***
G019967	T20143	0.98	***
G019967	T20144	0.98	***
G019967	T20145	0.98	***
G019971	T27305	0.98	***
G019971	T27306	0.98	***
G019971	T27307	0.98	***
G020023	T20079	0.98	***
G020023	T20080	0.98	***
G020023	T20081	0.98	***
G020023	T20082	0.98	***
G020023	T30929	0.98	***
G020024	T18696	0.98	***
G020024	T18697	0.98	***
G020034	T27168	0.98	***
G020034	T27864	0.98	***
G020034	T27945	0.98	***
G020034	T27946	0.98	***
G020034	T27996	0.98	***
G020034	T27997	0.98	***
G020041	T22243	0.98	***
G020041	T25786	0.98	***
G020041	T31783	0.98	***
G020043	T19455	0.98	***
G020043	T19456	0.98	***
G020099	T22514	0.98	***
G020099	T22515	0.98	***
G020099	T22516	0.98	***
G020099	T22517	0.98	***
G020099	T22518	0.98	***
G020099	T22519	0.98	***
G020099	T28881	0.98	***
G020099	T28882	0.98	***
G020162	T20188	0.98	***
G020162	T20189	0.98	***
G020172	T20537	0.98	***
G020172	T20538	0.98	***
G020196	T19500	0.98	***
G020196	T19501	0.98	***
G020196	T19502	0.98	***
G020196	T19503	0.98	***
G020206	T20217	0.98	***
G020206	T20218	0.98	***
G020206	T20219	0.98	***
G020228	T14208	0.98	***
G020228	T25843	0.98	***
G020234	T16340	0.98	***
G020234	T17301	0.98	***
G020234	T17382	0.98	***
G020234	T17383	0.98	***
G020246	T20213	0.98	***
G020246	T20214	0.98	***
G020302	T27312	0.98	***
G020302	T27313	0.98	***
G020302	T27314	0.98	***
G020313	T19898	0.98	***
G020313	T19899	0.98	***
G020313	T26080	0.98	***
G020360	T17025	0.98	***
G020360	T17889	0.98	***
G020360	T17890	0.98	***
G020360	T26156	0.98	***
G020360	T26157	0.98	***
G020360	T26158	0.98	***
G020360	T26159	0.98	***
G020360	T26160	0.98	***
G020360	T26161	0.98	***
G020373	T19181	0.98	***
G020373	T19182	0.98	***
G020373	T19183	0.98	***
G020398	T08667	0.98	***
G020398	T08668	0.98	***
G020398	T08669	0.98	***
G020398	T22491	0.98	***
G020504	T21244	0.98	***
G020504	T21245	0.98	***
G020504	T21247	0.98	***
G020504	T26375	0.98	***
G020552	T21853	0.98	***
G020552	T21854	0.98	***
G020552	T31767	0.98	***
G020561	T20525	0.98	***
G020561	T20526	0.98	***
G020567	T19642	0.98	***
G020567	T25940	0.98	***
G020567	T25941	0.98	***
G020567	T26397	0.98	***
G020567	T27956	0.98	***
G020579	T20592	0.98	***
G020579	T20593	0.98	***
G020596	T19400	0.98	***
G020596	T19401	0.98	***
G020596	T19402	0.98	***
G020596	T19403	0.98	***
G020596	T19404	0.98	***
G020596	T23693	0.98	***
G020596	T28897	0.98	***
G020601	T21007	0.98	***
G020601	T21008	0.98	***
G020601	T31757	0.98	***
G020616	T19457	0.98	***
G020616	T19458	0.98	***
G020616	T19459	0.98	***
G020641	T28758	0.98	***
G020641	T28789	0.98	***
G020641	T28790	0.98	***
G020641	T28791	0.98	***
G020641	T28792	0.98	***
G020642	T27234	0.98	***
G020642	T27887	0.98	***
G020681	T20509	0.98	***
G020681	T20510	0.98	***
G020690	T18769	0.98	***
G020690	T18770	0.98	***
G020690	T18771	0.98	***
G020690	T18772	0.98	***
G020690	T26022	0.98	***
G020691	T22427	0.98	***
G020691	T22476	0.98	***
G020691	T22477	0.98	***
G020697	T19548	0.98	***
G020697	T19549	0.98	***
G020697	T23742	0.98	***
G020698	T19755	0.98	***
G020698	T19756	0.98	***
G020698	T30900	0.98	***
G020704	T20255	0.98	***
G020704	T20256	0.98	***
G020706	T19460	0.98	***
G020706	T19461	0.98	***
G020706	T19462	0.98	***
G020706	T19463	0.98	***
G020706	T19464	0.98	***
G020711	T22429	0.98	***
G020711	T22430	0.98	***
G020711	T25722	0.98	***
G020711	T26377	0.98	***
G020711	T26378	0.98	***
G020711	T26379	0.98	***
G020711	T26380	0.98	***
G020711	T26381	0.98	***
G020711	T26449	0.98	***
G020711	T26857	0.98	***
G020711	T31666	0.98	***
G020717	T27293	0.98	***
G020717	T27897	0.98	***
G020722	T23618	0.98	***
G020722	T26368	0.98	***
G020722	T26505	0.98	***
G020726	T19506	0.98	***
G020726	T19507	0.98	***
G020726	T23772	0.98	***
G020726	T23773	0.98	***
G020729	T08577	0.98	***
G020729	T08578	0.98	***
G020758	T19018	0.98	***
G020758	T19019	0.98	***
G020807	T19542	0.98	***
G020807	T19543	0.98	***
G020807	T23680	0.98	***
G020807	T26371	0.98	***
G020807	T28070	0.98	***
G020823	T21222	0.98	***
G020823	T21223	0.98	***
G020823	T31764	0.98	***
G020826	T20824	0.98	***
G020826	T20825	0.98	***
G020832	T20778	0.98	***
G020832	T20779	0.98	***
G020832	T20780	0.98	***
G020834	T22485	0.98	***
G020834	T25885	0.98	***
G020834	T25886	0.98	***
G020834	T30358	0.98	***
G020856	T20182	0.98	***
G020856	T20183	0.98	***
G020861	T27331	0.98	***
G020861	T27906	0.98	***
G020864	T20596	0.98	***
G020864	T20597	0.98	***
G020864	T20598	0.98	***
G020864	T28066	0.98	***
G020864	T28910	0.98	***
G020864	T28911	0.98	***
G020864	T28912	0.98	***
G020872	T32497	0.98	***
G020884	T20869	0.98	***
G020884	T20870	0.98	***
G020884	T20871	0.98	***
G020889	T20622	0.98	***
G020889	T20623	0.98	***
G020889	T31742	0.98	***
G020890	T19964	0.98	***
G020890	T19965	0.98	***
G020890	T19966	0.98	***
G020900	T20872	0.98	***
G020900	T20873	0.98	***
G020900	T31753	0.98	***
G020919	T20348	0.98	***
G020919	T20349	0.98	***
G020919	T28058	0.98	***
G020920	T20127	0.98	***
G020920	T20128	0.98	***
G020925	T19580	0.98	***
G020925	T19581	0.98	***
G020945	T27231	0.98	***
G020945	T27882	0.98	***
G021004	T20565	0.98	***
G021004	T20566	0.98	***
G021004	T31739	0.98	***
G021007	T20918	0.98	***
G021007	T20919	0.98	***
G021007	T20920	0.98	***
G021007	T20921	0.98	***
G021030	T27335	0.98	***
G021030	T27910	0.98	***
G021041	T20228	0.98	***
G021041	T20229	0.98	***
G021041	T20230	0.98	***
G021041	T20231	0.98	***
G021048	T19995	0.98	***
G021048	T19996	0.98	***
G021056	T20826	0.98	***
G021056	T20827	0.98	***
G021056	T23621	0.98	***
G021061	T19393	0.98	***
G021061	T19394	0.98	***
G021103	T20680	0.98	***
G021103	T20681	0.98	***
G021107	T05881	0.98	***
G021107	T25834	0.98	***
G021107	T26058	0.98	***
G021107	T28819	0.98	***
G021112	T20505	0.98	***
G021112	T20506	0.98	***
G021112	T20507	0.98	***
G021112	T20508	0.98	***
G021112	T30352	0.98	***
G021152	T20338	0.98	***
G021152	T20339	0.98	***
G021165	T20993	0.98	***
G021165	T20994	0.98	***
G021170	T20725	0.98	***
G021170	T20726	0.98	***
G021191	T20133	0.98	***
G021191	T20134	0.98	***
G021199	T20810	0.98	***
G021199	T20811	0.98	***
G021199	T20812	0.98	***
G021199	T20813	0.98	***
G021199	T20814	0.98	***
G021250	T20991	0.98	***
G021250	T20992	0.98	***
G021250	T28922	0.98	***
G021255	T20793	0.98	***
G021255	T20794	0.98	***
G021255	T31750	0.98	***
G021256	T21412	0.98	***
G021256	T21413	0.98	***
G021257	T18864	0.98	***
G021257	T18865	0.98	***
G021257	T27959	0.98	***
G021280	T20668	0.98	***
G021280	T20669	0.98	***
G021281	T20503	0.98	***
G021281	T20504	0.98	***
G021289	T23681	0.98	***
G021289	T23682	0.98	***
G021289	T23683	0.98	***
G021289	T32402	0.98	***
G021289	T32403	0.98	***
G021289	T32404	0.98	***
G021292	T27324	0.98	***
G021292	T27325	0.98	***
G021292	T27326	0.98	***
G021304	T27330	0.98	***
G021304	T27905	0.98	***
G021325	T20670	0.98	***
G021325	T20671	0.98	***
G021325	T20672	0.98	***
G021325	T20673	0.98	***
G021325	T20674	0.98	***
G021339	T20982	0.98	***
G021339	T20983	0.98	***
G021339	T20984	0.98	***
G021346	T23889	0.98	***
G021346	T23890	0.98	***
G021353	T20753	0.98	***
G021353	T20754	0.98	***
G021353	T20755	0.98	***
G021376	T21232	0.98	***
G021376	T21233	0.98	***
G021390	T20350	0.98	***
G021390	T20351	0.98	***
G021405	T08225	0.98	***
G021405	T09599	0.98	***
G021406	T08226	0.98	***
G021406	T09908	0.98	***
G021409	T08231	0.98	***
G021409	T11217	0.98	***
G021410	T08232	0.98	***
G021410	T11125	0.98	***
G021410	T31654	0.98	***
G021411	T08233	0.98	***
G021411	T11310	0.98	***
G021414	T08240	0.98	***
G021414	T11127	0.98	***
G021420	T08239	0.98	***
G021420	T11130	0.98	***
G021420	T25903	0.98	***
G021420	T25904	0.98	***
G021421	T08241	0.98	***
G021421	T11131	0.98	***
G021421	T26073	0.98	***
G021423	T08242	0.98	***
G021423	T11316	0.98	***
G021427	T08243	0.98	***
G021427	T09520	0.98	***
G021428	T18001	0.98	***
G021439	T08287	0.98	***
G021439	T08288	0.98	***
G021441	T00095	0.98	***
G021441	T11293	0.98	***
G021441	T11294	0.98	***
G021445	T08251	0.98	***
G021445	T08859	0.98	***
G021456	T08434	0.98	***
G021461	T02877	0.98	***
G021461	T16694	0.98	***
G021463	T08280	0.98	***
G021463	T17657	0.98	***
G021464	T08282	0.98	***
G021464	T17969	0.98	***
G021466	T08263	0.98	***
G021466	T08272	0.98	***
G021466	T25888	0.98	***
G021466	T25889	0.98	***
G021466	T25890	0.98	***
G021466	T25891	0.98	***
G021466	T25892	0.98	***
G021466	T25893	0.98	***
G021467	T08269	0.98	***
G021467	T25643	0.98	***
G021467	T25863	0.98	***
G021467	T25871	0.98	***
G021467	T26164	0.98	***
G021467	T30284	0.98	***
G021468	T08298	0.98	***
G021468	T08299	0.98	***
G021470	T08296	0.98	***
G021470	T08297	0.98	***
G021474	T08301	0.98	***
G021474	T08302	0.98	***
G021475	T08303	0.98	***
G021475	T08304	0.98	***
G021475	T19395	0.98	***
G021485	T08320	0.98	***
G021485	T08325	0.98	***
G021486	T08319	0.98	***
G021486	T08324	0.98	***
G021486	T26369	0.98	***
G021490	T08333	0.98	***
G021490	T09309	0.98	***
G021491	T08334	0.98	***
G021491	T08336	0.98	***
G021499	T08346	0.98	***
G021499	T14594	0.98	***
G021505	T08352	0.98	***
G021505	T08353	0.98	***
G021506	T08354	0.98	***
G021506	T08355	0.98	***
G021508	T08356	0.98	***
G021508	T08357	0.98	***
G021513	T08359	0.98	***
G021513	T08360	0.98	***
G021540	T08405	0.98	***
G021540	T08406	0.98	***
G021552	T21861	0.98	***
G021552	T21862	0.98	***
G021552	T26335	0.98	***
G021570	T11303	0.98	***
G021570	T11304	0.98	***
G021570	T11305	0.98	***
G021591	T08438	0.98	***
G021595	T08441	0.98	***
G021595	T08442	0.98	***
G021613	T22537	0.98	***
G021613	T25679	0.98	***
G021614	T08446	0.98	***
G021614	T08447	0.98	***
G021614	T08448	0.98	***
G021614	T08449	0.98	***
G021629	T32576	0.98	***
G021629	T32577	0.98	***
G021629	T32578	0.98	***
G021629	T32579	0.98	***
G021635	T31203	0.98	***
G021635	T31599	0.98	***
G021679	T10759	0.98	***
G021679	T22418	0.98	***
G021679	T22419	0.98	***
G021679	T26199	0.98	***
G021686	T18808	0.98	***
G021686	T18809	0.98	***
G021699	T22883	0.98	***
G021699	T25681	0.98	***
G021703	T04065	0.98	***
G021703	T08507	0.98	***
G021705	T08508	0.98	***
G021705	T08974	0.98	***
G021706	T19196	0.98	***
G021706	T19197	0.98	***
G021711	T22073	0.98	***
G021714	T18783	0.98	***
G021714	T25966	0.98	***
G021716	T08516	0.98	***
G021716	T08517	0.98	***
G021748	T19353	0.98	***
G021748	T26006	0.98	***
G021748	T26007	0.98	***
G021752	T30560	0.98	***
G021752	T30874	0.98	***
G021752	T30875	0.98	***
G021752	T30876	0.98	***
G021765	T08530	0.98	***
G021765	T08531	0.98	***
G021765	T30912	0.98	***
G021776	T01476	0.98	***
G021777	T00079	0.98	***
G021778	T00117	0.98	***
G021787	T00699	0.98	***
G021788	T02030	0.98	***
G021800	T08542	0.98	***
G021800	T08543	0.98	***
G021800	T08544	0.98	***
G021800	T08545	0.98	***
G021804	T08546	0.98	***
G021804	T08547	0.98	***
G021805	T27166	0.98	***
G021805	T27820	0.98	***
G022426	T24825	0.98	***
G022426	T24826	0.98	***
G022426	T26520	0.98	***
G022721	T24094	0.98	***
G022721	T25709	0.98	***
G022721	T25710	0.98	***
G022721	T25711	0.98	***
G022721	T25712	0.98	***
G022873	T27167	0.98	***
G022873	T27880	0.98	***
G023033	T28754	0.98	***
G023033	T28782	0.98	***
G023033	T28783	0.98	***
G023039	T22425	0.98	***
G023039	T22433	0.98	***
G023409	T23328	0.98	***
G023409	T25988	0.98	***
G023409	T25989	0.98	***
G023409	T25990	0.98	***
G023624	T19180	0.98	***
G023624	T23936	0.98	***
G023624	T23937	0.98	***
G023624	T23938	0.98	***
G023624	T23939	0.98	***
G023624	T23940	0.98	***
G023624	T23941	0.98	***
G023624	T23942	0.98	***
G023624	T24009	0.98	***
G023624	T25972	0.98	***
G023671	T31295	0.98	***
G023671	T31606	0.98	***
G023994	T31303	0.98	***
G023994	T31601	0.98	***
G023994	T31602	0.98	***
G023994	T31611	0.98	***
G024053	T19003	0.98	***
G024053	T19004	0.98	***
G025117	T10717	0.98	***
G025117	T25716	0.98	***
G025252	T27193	0.98	***
G025252	T27825	0.98	***
G025272	T10002	0.98	***
G025272	T16406	0.98	***
G025272	T25734	0.98	***
G025912	T18922	0.98	***
G025912	T18923	0.98	***
G025912	T18924	0.98	***
G025912	T18925	0.98	***
G026286	T24865	0.98	***
G026286	T25983	0.98	***
G027004	T23327	0.98	***
G027403	T15860	0.98	***
G027403	T15861	0.98	***
G027403	T25626	0.98	***
G027680	T15268	0.98	***
G027680	T25764	0.98	***
G027680	T25765	0.98	***
G027680	T25766	0.98	***
G027680	T25767	0.98	***
G027680	T25768	0.98	***
G027680	T25769	0.98	***
G027680	T26183	0.98	***
G027680	T26443	0.98	***
G027680	T30904	0.98	***
G027680	T30905	0.98	***
G027680	T30906	0.98	***
G027730	T10477	0.98	***
G027730	T25627	0.98	***
G027730	T26238	0.98	***
G027730	T26239	0.98	***
G028414	T19073	0.98	***
G028414	T19074	0.98	***
G028414	T19075	0.98	***
G028414	T26194	0.98	***
G029873	T27169	0.98	***
G029873	T27300	0.98	***
G029873	T27898	0.98	***
G029904	T16157	0.98	***
G029904	T25974	0.98	***
G030250	T16031	0.98	***
G030250	T25629	0.98	***
G030462	T10489	0.98	***
G030462	T10490	0.98	***
G030462	T16290	0.98	***
G030462	T26430	0.98	***
G030518	T22428	0.98	***
G030518	T24214	0.98	***
G031368	T18331	0.98	***
G031368	T25787	0.98	***
G031396	T07417	0.98	***
G031396	T08585	0.98	***
G031397	T08595	0.98	***
G031397	T08600	0.98	***
G031401	T08512	0.98	***
G031401	T11085	0.98	***
G031401	T11086	0.98	***
G031407	T08594	0.98	***
G031415	T08601	0.98	***
G031415	T08602	0.98	***
G031418	T08613	0.98	***
G031418	T08614	0.98	***
G031419	T31251	0.98	***
G031425	T08622	0.98	***
G031425	T08623	0.98	***
G031428	T07758	0.98	***
G031428	T08625	0.98	***
G031429	T08631	0.98	***
G031448	T01351	0.98	***
G031448	T08501	0.98	***
G031449	T01354	0.98	***
G031449	T08639	0.98	***
G031453	T22565	0.98	***
G031453	T25632	0.98	***
G031458	T08689	0.98	***
G031458	T08690	0.98	***
G031461	T08697	0.98	***
G031461	T08698	0.98	***
G031474	T08710	0.98	***
G031474	T08712	0.98	***
G031492	T08738	0.98	***
G031492	T08739	0.98	***
G031497	T19031	0.98	***
G031497	T19032	0.98	***
G031497	T28853	0.98	***
G031498	T08378	0.98	***
G031502	T08751	0.98	***
G031502	T08752	0.98	***
G031503	T17974	0.98	***
G031503	T25702	0.98	***
G031503	T25703	0.98	***
G031512	T08798	0.98	***
G031512	T08800	0.98	***
G031512	T08969	0.98	***
G031514	T21602	0.98	***
G031514	T25697	0.98	***
G031514	T25844	0.98	***
G031514	T25845	0.98	***
G031514	T26148	0.98	***
G031517	T28731	0.98	***
G031517	T29582	0.98	***
G031517	T29583	0.98	***
G031517	T29584	0.98	***
G031517	T29585	0.98	***
G031517	T29586	0.98	***
G031521	T16900	0.98	***
G031521	T16901	0.98	***
G031522	T18838	0.98	***
G031523	T27170	0.98	***
G031523	T27821	0.98	***
G031532	T08782	0.98	***
G031532	T08783	0.98	***
G031535	T19612	0.98	***
G031535	T25698	0.98	***
G031535	T25699	0.98	***
G031535	T25911	0.98	***
G031535	T25912	0.98	***
G031536	T08830	0.98	***
G031536	T08831	0.98	***
G031552	T28748	0.98	***
G031552	T28768	0.98	***
G031552	T28769	0.98	***
G031552	T28803	0.98	***
G031552	T28806	0.98	***
G031552	T28807	0.98	***
G031552	T28838	0.98	***
G031552	T28839	0.98	***
G031552	T30272	0.98	***
G031561	T09564	0.98	***
G031587	T27171	0.98	***
G031587	T27822	0.98	***
G031637	T02094	0.98	***
G031658	T01692	0.98	***
G031658	T01693	0.98	***
G031670	T04584	0.98	***
G031670	T15900	0.98	***
G031671	T15631	0.98	***
G031671	T19272	0.98	***
G031671	T26307	0.98	***
G031672	T16667	0.98	***
G031672	T16668	0.98	***
G031681	T22249	0.98	***
G031681	T22281	0.98	***
G031706	T22924	0.98	***
G031706	T25790	0.98	***
G031706	T25791	0.98	***
G031706	T25792	0.98	***
G031706	T25793	0.98	***
G031706	T26089	0.98	***
G031763	T27181	0.98	***
G031763	T27182	0.98	***
G031763	T27183	0.98	***
G031763	T27184	0.98	***
G031763	T27191	0.98	***
G031763	T27192	0.98	***
G031763	T27368	0.98	***
G031774	T21583	0.98	***
G031774	T25637	0.98	***
G031825	T28744	0.98	***
G031825	T28780	0.98	***
G031825	T28801	0.98	***
G031826	T28745	0.98	***
G031826	T28778	0.98	***
G031826	T28802	0.98	***
G031826	T28805	0.98	***
G031892	T19717	0.98	***
G031892	T25715	0.98	***
G031892	T26084	0.98	***
G031919	T00223	0.98	***
G031919	T18894	0.98	***
G031961	T22385	0.98	***
G031961	T22386	0.98	***
G031961	T22387	0.98	***
G031961	T26116	0.98	***
G031961	T26117	0.98	***
G031978	T22597	0.98	***
G031978	T25894	0.98	***
G031978	T26852	0.98	***
