id	Name	Organism
R31451	(name)	(organism)
R31452	(name)	(organism)
R31455	(name)	(organism)
R31459	(name)	(organism)
R31462	(name)	(organism)
R31463	(name)	(organism)
R31464	(name)	(organism)
R31465	(name)	(organism)
R31466	(name)	(organism)
R31467	(name)	(organism)
R31471	(name)	(organism)
R31475	(name)	(organism)
R31476	(name)	(organism)
R31477	(name)	(organism)
R31479	(name)	(organism)
R31480	(name)	(organism)
R31481	(name)	(organism)
R31483	(name)	(organism)
R31485	(name)	(organism)
R31486	(name)	(organism)
R31487	(name)	(organism)
R31488	(name)	(organism)
R31489	(name)	(organism)
R31490	(name)	(organism)
R31492	(name)	(organism)
R31493	(name)	(organism)
R31494	(name)	(organism)
R31495	(name)	(organism)
R31497	(name)	(organism)
R31504	(name)	(organism)
R31515	(name)	(organism)
R31519	(name)	(organism)
R31520	(name)	(organism)
R31521	(name)	(organism)
R31522	(name)	(organism)
R31525	(name)	(organism)
R31527	(name)	(organism)
R31528	(name)	(organism)
R31529	(name)	(organism)
R31531	(name)	(organism)
R31540	(name)	(organism)
R31542	(name)	(organism)
R31543	(name)	(organism)
R31548	(name)	(organism)
R31554	(name)	(organism)
R31558	(name)	(organism)
R31560	(name)	(organism)
R31561	(name)	(organism)
R31564	(name)	(organism)
R31565	(name)	(organism)
R31575	(name)	(organism)
R31576	(name)	(organism)
R31581	(name)	(organism)
R31582	(name)	(organism)
R31586	(name)	(organism)
R31588	(name)	(organism)
R31590	(name)	(organism)
R31591	(name)	(organism)
R31592	(name)	(organism)
R31593	(name)	(organism)
R31596	(name)	(organism)
R31602	(name)	(organism)
R31603	(name)	(organism)
R31607	(name)	(organism)
R31608	(name)	(organism)
R31609	(name)	(organism)
R31611	(name)	(organism)
R31615	(name)	(organism)
R31618	(name)	(organism)
R31620	(name)	(organism)
R31623	(name)	(organism)
R31628	(name)	(organism)
R31629	(name)	(organism)
R31635	(name)	(organism)
R31636	(name)	(organism)
R31637	(name)	(organism)
R31638	(name)	(organism)
R31639	(name)	(organism)
R31641	(name)	(organism)
R31642	(name)	(organism)
R31643	(name)	(organism)
R31644	(name)	(organism)
R31645	(name)	(organism)
R31646	(name)	(organism)
R31652	(name)	(organism)
R31653	(name)	(organism)
R31665	(name)	(organism)
R31666	(name)	(organism)
R31668	(name)	(organism)
R31671	(name)	(organism)
R31672	(name)	(organism)
R31673	(name)	(organism)
R31674	(name)	(organism)
R31676	(name)	(organism)
R31677	(name)	(organism)
R31679	(name)	(organism)
R31681	(name)	(organism)
R31685	(name)	(organism)
R31688	(name)	(organism)
R31689	(name)	(organism)
R31690	(name)	(organism)
R31691	(name)	(organism)
R31692	(name)	(organism)
R31693	(name)	(organism)
R31694	(name)	(organism)
R31695	(name)	(organism)
R31696	(name)	(organism)
R31697	(name)	(organism)
R31698	(name)	(organism)
R31699	(name)	(organism)
R31700	(name)	(organism)
R31701	(name)	(organism)
R31702	(name)	(organism)
R31703	(name)	(organism)
R31704	(name)	(organism)
R31705	(name)	(organism)
R31706	(name)	(organism)
R31707	(name)	(organism)
R31708	(name)	(organism)
R31709	(name)	(organism)
R31710	(name)	(organism)
R31711	(name)	(organism)
R31713	(name)	(organism)
R31714	(name)	(organism)
R31717	(name)	(organism)
R31773	(name)	(organism)
R31786	(name)	(organism)
R31793	(name)	(organism)
R31794	(name)	(organism)
R31795	(name)	(organism)
R31796	(name)	(organism)
R31797	(name)	(organism)
R31798	(name)	(organism)
R31807	(name)	(organism)
R31809	(name)	(organism)
R31814	(name)	(organism)
R31815	(name)	(organism)
R31836	(name)	(organism)
R31837	(name)	(organism)
R31841	(name)	(organism)
R31842	(name)	(organism)
R31843	(name)	(organism)
R31845	(name)	(organism)
R31850	(name)	(organism)
R31852	(name)	(organism)
R31854	(name)	(organism)
R31855	(name)	(organism)
R31856	(name)	(organism)
R31858	(name)	(organism)
R31893	(name)	(organism)
R31902	(name)	(organism)
R31903	(name)	(organism)
R31905	(name)	(organism)
R31907	(name)	(organism)
R31913	(name)	(organism)
R31915	(name)	(organism)
R31917	(name)	(organism)
R31918	(name)	(organism)
R31919	(name)	(organism)
R31921	(name)	(organism)
R31924	(name)	(organism)
R31944	(name)	(organism)
R31945	(name)	(organism)
R31946	(name)	(organism)
R31947	(name)	(organism)
R31948	(name)	(organism)
R31949	(name)	(organism)
R31950	(name)	(organism)
R31951	(name)	(organism)
R31952	(name)	(organism)
R31953	(name)	(organism)
R31956	(name)	(organism)
R31957	(name)	(organism)
R31959	(name)	(organism)
R31961	(name)	(organism)
R31962	(name)	(organism)
R31963	(name)	(organism)
R31964	(name)	(organism)
R31965	(name)	(organism)
R31969	(name)	(organism)
R31970	(name)	(organism)
R31971	(name)	(organism)
R31972	(name)	(organism)
R31974	(name)	(organism)
R31980	(name)	(organism)
R31984	(name)	(organism)
R31985	(name)	(organism)
R31986	(name)	(organism)
R31987	(name)	(organism)
R31988	(name)	(organism)
R31989	(name)	(organism)
R31991	(name)	(organism)
R31992	(name)	(organism)
R31993	(name)	(organism)
R31994	(name)	(organism)
R31995	(name)	(organism)
R31997	(name)	(organism)
R31998	(name)	(organism)
R32000	(name)	(organism)
R32001	(name)	(organism)
R32005	(name)	(organism)
R32006	(name)	(organism)
R32007	(name)	(organism)
R32008	(name)	(organism)
R32009	(name)	(organism)
R32010	(name)	(organism)
R32011	(name)	(organism)
R32012	(name)	(organism)
R32013	(name)	(organism)
R32014	(name)	(organism)
R32015	(name)	(organism)
R32016	(name)	(organism)
R32017	(name)	(organism)
R32018	(name)	(organism)
R32019	(name)	(organism)
R32020	(name)	(organism)
R32022	(name)	(organism)
R32023	(name)	(organism)
R32024	(name)	(organism)
R32025	(name)	(organism)
R32027	(name)	(organism)
R32028	(name)	(organism)
R32029	(name)	(organism)
R32030	(name)	(organism)
R32032	(name)	(organism)
R32033	(name)	(organism)
R32034	(name)	(organism)
R32035	(name)	(organism)
R32042	(name)	(organism)
R32043	(name)	(organism)
R32044	(name)	(organism)
R32046	(name)	(organism)
R32047	(name)	(organism)
R32054	(name)	(organism)
R32055	(name)	(organism)
R32056	(name)	(organism)
R32057	(name)	(organism)
R32058	(name)	(organism)
R32059	(name)	(organism)
R32061	(name)	(organism)
R32063	(name)	(organism)
R32064	(name)	(organism)
R32065	(name)	(organism)
R32066	(name)	(organism)
R32071	(name)	(organism)
R32078	(name)	(organism)
R32080	(name)	(organism)
R32082	(name)	(organism)
R32083	(name)	(organism)
R32084	(name)	(organism)
R32085	(name)	(organism)
R32122	(name)	(organism)
R32142	(name)	(organism)
R32143	(name)	(organism)
R32144	(name)	(organism)
R32145	(name)	(organism)
R32146	(name)	(organism)
R32147	(name)	(organism)
R32148	(name)	(organism)
R32149	(name)	(organism)
R32150	(name)	(organism)
R32151	(name)	(organism)
R32152	(name)	(organism)
R32153	(name)	(organism)
R32154	(name)	(organism)
R32155	(name)	(organism)
R32163	(name)	(organism)
R32166	(name)	(organism)
R32171	(name)	(organism)
R32172	(name)	(organism)
R32173	(name)	(organism)
R32174	(name)	(organism)
R32175	(name)	(organism)
R32176	(name)	(organism)
R32177	(name)	(organism)
R32178	(name)	(organism)
R32183	(name)	(organism)
R32184	(name)	(organism)
R32188	(name)	(organism)
R32200	(name)	(organism)
R32202	(name)	(organism)
R32203	(name)	(organism)
R32204	(name)	(organism)
R32205	(name)	(organism)
R32210	(name)	(organism)
R32211	(name)	(organism)
R32212	(name)	(organism)
R32213	(name)	(organism)
R32214	(name)	(organism)
R32215	(name)	(organism)
R32216	(name)	(organism)
R32217	(name)	(organism)
R32218	(name)	(organism)
R32219	(name)	(organism)
R32220	(name)	(organism)
R32221	(name)	(organism)
R32222	(name)	(organism)
R32223	(name)	(organism)
R32224	(name)	(organism)
R32225	(name)	(organism)
R32227	(name)	(organism)
R32228	(name)	(organism)
R32229	(name)	(organism)
R32237	(name)	(organism)
R32238	(name)	(organism)
R32241	(name)	(organism)
R32242	(name)	(organism)
R32243	(name)	(organism)
R32244	(name)	(organism)
R32245	(name)	(organism)
R32251	(name)	(organism)
R32252	(name)	(organism)
R32253	(name)	(organism)
R32256	(name)	(organism)
R32257	(name)	(organism)
R32258	(name)	(organism)
R32259	(name)	(organism)
R32260	(name)	(organism)
R32263	(name)	(organism)
R32264	(name)	(organism)
R32265	(name)	(organism)
R32266	(name)	(organism)
R32267	(name)	(organism)
R32268	(name)	(organism)
R32269	(name)	(organism)
R32270	(name)	(organism)
R32271	(name)	(organism)
R32275	(name)	(organism)
R32276	(name)	(organism)
R32277	(name)	(organism)
R32278	(name)	(organism)
R32279	(name)	(organism)
R32281	(name)	(organism)
R32283	(name)	(organism)
R32284	(name)	(organism)
R32285	(name)	(organism)
R32286	(name)	(organism)
R32287	(name)	(organism)
R32288	(name)	(organism)
R32289	(name)	(organism)
R32291	(name)	(organism)
R32292	(name)	(organism)
R32295	(name)	(organism)
R32296	(name)	(organism)
R32297	(name)	(organism)
R32298	(name)	(organism)
R32299	(name)	(organism)
R32300	(name)	(organism)
R32322	(name)	(organism)
R32324	(name)	(organism)
R32325	(name)	(organism)
R32326	(name)	(organism)
R32327	(name)	(organism)
R32328	(name)	(organism)
R32329	(name)	(organism)
R32336	(name)	(organism)
R32339	(name)	(organism)
R32340	(name)	(organism)
R32341	(name)	(organism)
R32342	(name)	(organism)
R32346	(name)	(organism)
R32347	(name)	(organism)
R32349	(name)	(organism)
R32350	(name)	(organism)
R32351	(name)	(organism)
R32354	(name)	(organism)
R32355	(name)	(organism)
R32357	(name)	(organism)
R32358	(name)	(organism)
R32359	(name)	(organism)
R32362	(name)	(organism)
R32363	(name)	(organism)
R32364	(name)	(organism)
R32365	(name)	(organism)
R32367	(name)	(organism)
R32369	(name)	(organism)
R32371	(name)	(organism)
R32372	(name)	(organism)
R32381	(name)	(organism)
R32384	(name)	(organism)
R32385	(name)	(organism)
R32387	(name)	(organism)
R32388	(name)	(organism)
R32389	(name)	(organism)
R32390	(name)	(organism)
R32391	(name)	(organism)
R32395	(name)	(organism)
R32399	(name)	(organism)
R32400	(name)	(organism)
R32401	(name)	(organism)
R32402	(name)	(organism)
R32403	(name)	(organism)
R32408	(name)	(organism)
R32409	(name)	(organism)
R32411	(name)	(organism)
R32412	(name)	(organism)
R32413	(name)	(organism)
R32414	(name)	(organism)
R32416	(name)	(organism)
R32417	(name)	(organism)
R32418	(name)	(organism)
R32421	(name)	(organism)
R32422	(name)	(organism)
R32423	(name)	(organism)
R32424	(name)	(organism)
R32426	(name)	(organism)
R32427	(name)	(organism)
R32428	(name)	(organism)
R32429	(name)	(organism)
R32430	(name)	(organism)
R32431	(name)	(organism)
R32432	(name)	(organism)
R32435	(name)	(organism)
R32438	(name)	(organism)
R32439	(name)	(organism)
R32440	(name)	(organism)
R32441	(name)	(organism)
R32444	(name)	(organism)
R32445	(name)	(organism)
R32446	(name)	(organism)
R32447	(name)	(organism)
R32448	(name)	(organism)
R32449	(name)	(organism)
R32450	(name)	(organism)
R32451	(name)	(organism)
R32452	(name)	(organism)
R32453	(name)	(organism)
R32454	(name)	(organism)
R32455	(name)	(organism)
R32461	(name)	(organism)
R32462	(name)	(organism)
R32465	(name)	(organism)
R32466	(name)	(organism)
R32474	(name)	(organism)
R32475	(name)	(organism)
R32476	(name)	(organism)
R32479	(name)	(organism)
R32481	(name)	(organism)
R32483	(name)	(organism)
R32484	(name)	(organism)
R32488	(name)	(organism)
R32490	(name)	(organism)
R32491	(name)	(organism)
R32492	(name)	(organism)
R32493	(name)	(organism)
R32494	(name)	(organism)
R32503	(name)	(organism)
R32507	(name)	(organism)
R32508	(name)	(organism)
R32509	(name)	(organism)
R32510	(name)	(organism)
R32511	(name)	(organism)
R32519	(name)	(organism)
R32521	(name)	(organism)
R32526	(name)	(organism)
R32527	(name)	(organism)
R32528	(name)	(organism)
R32530	(name)	(organism)
R32531	(name)	(organism)
R32547	(name)	(organism)
R32548	(name)	(organism)
R32550	(name)	(organism)
R32551	(name)	(organism)
R32552	(name)	(organism)
R32555	(name)	(organism)
R32556	(name)	(organism)
R32561	(name)	(organism)
R32565	(name)	(organism)
R32571	(name)	(organism)
R32572	(name)	(organism)
R32577	(name)	(organism)
R32578	(name)	(organism)
R32579	(name)	(organism)
R32584	(name)	(organism)
R32585	(name)	(organism)
R32586	(name)	(organism)
R32587	(name)	(organism)
R32594	(name)	(organism)
R32595	(name)	(organism)
R32596	(name)	(organism)
R32597	(name)	(organism)
R32599	(name)	(organism)
R32601	(name)	(organism)
R32608	(name)	(organism)
R32612	(name)	(organism)
R32618	(name)	(organism)
R32619	(name)	(organism)
R32621	(name)	(organism)
R32622	(name)	(organism)
R32623	(name)	(organism)
R32627	(name)	(organism)
R32628	(name)	(organism)
R32629	(name)	(organism)
R32634	(name)	(organism)
R32635	(name)	(organism)
R32638	(name)	(organism)
R32639	(name)	(organism)
R32640	(name)	(organism)
R32641	(name)	(organism)
R32645	(name)	(organism)
R32646	(name)	(organism)
R32647	(name)	(organism)
R32648	(name)	(organism)
R32649	(name)	(organism)
R32652	(name)	(organism)
R32653	(name)	(organism)
R32654	(name)	(organism)
R32656	(name)	(organism)
R32657	(name)	(organism)
R32659	(name)	(organism)
R32673	(name)	(organism)
R32676	(name)	(organism)
R32680	(name)	(organism)
R32681	(name)	(organism)
R32684	(name)	(organism)
R32685	(name)	(organism)
R32686	(name)	(organism)
R32689	(name)	(organism)
R32690	(name)	(organism)
R32691	(name)	(organism)
R32692	(name)	(organism)
R32693	(name)	(organism)
R32694	(name)	(organism)
R32700	(name)	(organism)
R32701	(name)	(organism)
R32704	(name)	(organism)
R32705	(name)	(organism)
R32709	(name)	(organism)
R32710	(name)	(organism)
R32711	(name)	(organism)
R32712	(name)	(organism)
R32730	(name)	(organism)
R32731	(name)	(organism)
R32733	(name)	(organism)
R32736	(name)	(organism)
R32745	(name)	(organism)
R32746	(name)	(organism)
R32747	(name)	(organism)
R32748	(name)	(organism)
R32752	(name)	(organism)
R32753	(name)	(organism)
R32754	(name)	(organism)
R32755	(name)	(organism)
R32756	(name)	(organism)
R32757	(name)	(organism)
R32758	(name)	(organism)
R32759	(name)	(organism)
R32762	(name)	(organism)
R32763	(name)	(organism)
R32764	(name)	(organism)
R32765	(name)	(organism)
R32773	(name)	(organism)
R32774	(name)	(organism)
R32775	(name)	(organism)
R32777	(name)	(organism)
R32779	(name)	(organism)
R32780	(name)	(organism)
R32782	(name)	(organism)
R32784	(name)	(organism)
R32790	(name)	(organism)
R32791	(name)	(organism)
R32792	(name)	(organism)
R32795	(name)	(organism)
R32796	(name)	(organism)
R32797	(name)	(organism)
R32798	(name)	(organism)
R32799	(name)	(organism)
R32800	(name)	(organism)
R32804	(name)	(organism)
R32810	(name)	(organism)
R32811	(name)	(organism)
R32812	(name)	(organism)
R32813	(name)	(organism)
R32814	(name)	(organism)
R32816	(name)	(organism)
R32819	(name)	(organism)
R32820	(name)	(organism)
R32821	(name)	(organism)
R32823	(name)	(organism)
R32825	(name)	(organism)
R32830	(name)	(organism)
R32831	(name)	(organism)
R32838	(name)	(organism)
R32840	(name)	(organism)
R32842	(name)	(organism)
R32843	(name)	(organism)
R32844	(name)	(organism)
R32846	(name)	(organism)
R32847	(name)	(organism)
R32851	(name)	(organism)
R32852	(name)	(organism)
R32853	(name)	(organism)
R32854	(name)	(organism)
R32867	(name)	(organism)
R32868	(name)	(organism)
R32869	(name)	(organism)
R32870	(name)	(organism)
R32871	(name)	(organism)
R32874	(name)	(organism)
R32875	(name)	(organism)
R32876	(name)	(organism)
R32878	(name)	(organism)
R32880	(name)	(organism)
R32881	(name)	(organism)
R32882	(name)	(organism)
R32883	(name)	(organism)
R32885	(name)	(organism)
R32889	(name)	(organism)
R32891	(name)	(organism)
R32893	(name)	(organism)
R32900	(name)	(organism)
R32905	(name)	(organism)
R32909	(name)	(organism)
R32912	(name)	(organism)
R32913	(name)	(organism)
R32959	(name)	(organism)
R32960	(name)	(organism)
R32961	(name)	(organism)
R32965	(name)	(organism)
R32966	(name)	(organism)
R32968	(name)	(organism)
R32970	(name)	(organism)
R32971	(name)	(organism)
R32973	(name)	(organism)
R32977	(name)	(organism)
R32979	(name)	(organism)
R32980	(name)	(organism)
R32981	(name)	(organism)
R32982	(name)	(organism)
R32983	(name)	(organism)
R32984	(name)	(organism)
R32985	(name)	(organism)
R32995	(name)	(organism)
R32996	(name)	(organism)
R32997	(name)	(organism)
R32998	(name)	(organism)
R32999	(name)	(organism)
R33000	(name)	(organism)
R33001	(name)	(organism)
R33002	(name)	(organism)
R33003	(name)	(organism)
R33020	(name)	(organism)
R33021	(name)	(organism)
R33022	(name)	(organism)
R33028	(name)	(organism)
R33029	(name)	(organism)
R33030	(name)	(organism)
R33031	(name)	(organism)
R33032	(name)	(organism)
R33037	(name)	(organism)
R33038	(name)	(organism)
R33040	(name)	(organism)
R33045	(name)	(organism)
R33048	(name)	(organism)
R33050	(name)	(organism)
R33051	(name)	(organism)
R33053	(name)	(organism)
R33056	(name)	(organism)
R33057	(name)	(organism)
R33058	(name)	(organism)
R33059	(name)	(organism)
R33063	(name)	(organism)
R33064	(name)	(organism)
R33065	(name)	(organism)
R33068	(name)	(organism)
R33071	(name)	(organism)
R33073	(name)	(organism)
R33075	(name)	(organism)
R33077	(name)	(organism)
R33079	(name)	(organism)
R33080	(name)	(organism)
R33088	(name)	(organism)
R33089	(name)	(organism)
R33090	(name)	(organism)
R33091	(name)	(organism)
R33093	(name)	(organism)
R33100	(name)	(organism)
R33101	(name)	(organism)
R33102	(name)	(organism)
R33104	(name)	(organism)
R33106	(name)	(organism)
R33110	(name)	(organism)
R33112	(name)	(organism)
R33114	(name)	(organism)
R33115	(name)	(organism)
R33116	(name)	(organism)
R33117	(name)	(organism)
R33118	(name)	(organism)
R33119	(name)	(organism)
R33120	(name)	(organism)
R33121	(name)	(organism)
R33122	(name)	(organism)
R33131	(name)	(organism)
R33142	(name)	(organism)
R33147	(name)	(organism)
R33148	(name)	(organism)
R33149	(name)	(organism)
R33150	(name)	(organism)
R33151	(name)	(organism)
R33152	(name)	(organism)
R33155	(name)	(organism)
R33156	(name)	(organism)
R33157	(name)	(organism)
R33158	(name)	(organism)
R33159	(name)	(organism)
R33160	(name)	(organism)
R33161	(name)	(organism)
R33162	(name)	(organism)
R33163	(name)	(organism)
R33164	(name)	(organism)
R33166	(name)	(organism)
R33167	(name)	(organism)
R33168	(name)	(organism)
R33170	(name)	(organism)
R33173	(name)	(organism)
R33175	(name)	(organism)
R33181	(name)	(organism)
R33184	(name)	(organism)
R33186	(name)	(organism)
R33187	(name)	(organism)
R33188	(name)	(organism)
R33189	(name)	(organism)
R33199	(name)	(organism)
R33200	(name)	(organism)
R33201	(name)	(organism)
R33202	(name)	(organism)
R33203	(name)	(organism)
R33205	(name)	(organism)
R33206	(name)	(organism)
R33207	(name)	(organism)
R33214	(name)	(organism)
R33222	(name)	(organism)
R33227	(name)	(organism)
R33228	(name)	(organism)
R33229	(name)	(organism)
R33230	(name)	(organism)
R33231	(name)	(organism)
R33233	(name)	(organism)
R33236	(name)	(organism)
R33237	(name)	(organism)
R33238	(name)	(organism)
R33243	(name)	(organism)
R33245	(name)	(organism)
R33250	(name)	(organism)
R33252	(name)	(organism)
R33253	(name)	(organism)
R33254	(name)	(organism)
R33259	(name)	(organism)
R33260	(name)	(organism)
R33261	(name)	(organism)
R33269	(name)	(organism)
R33270	(name)	(organism)
R33271	(name)	(organism)
R33272	(name)	(organism)
R33273	(name)	(organism)
R33275	(name)	(organism)
R33276	(name)	(organism)
R33279	(name)	(organism)
R33281	(name)	(organism)
R33282	(name)	(organism)
R33284	(name)	(organism)
R33285	(name)	(organism)
R33286	(name)	(organism)
R33287	(name)	(organism)
R33288	(name)	(organism)
R33291	(name)	(organism)
R33292	(name)	(organism)
R33304	(name)	(organism)
R33306	(name)	(organism)
R33307	(name)	(organism)
R33308	(name)	(organism)
R33309	(name)	(organism)
R33312	(name)	(organism)
R33313	(name)	(organism)
R33315	(name)	(organism)
R33325	(name)	(organism)
R33327	(name)	(organism)
R33331	(name)	(organism)
R33333	(name)	(organism)
R33335	(name)	(organism)
R33336	(name)	(organism)
R33337	(name)	(organism)
R33347	(name)	(organism)
R33356	(name)	(organism)
R33357	(name)	(organism)
R33358	(name)	(organism)
R33363	(name)	(organism)
R33364	(name)	(organism)
R33391	(name)	(organism)
R33395	(name)	(organism)
R33400	(name)	(organism)
R33405	(name)	(organism)
R33406	(name)	(organism)
R33407	(name)	(organism)
R33408	(name)	(organism)
R33409	(name)	(organism)
R33418	(name)	(organism)
R33420	(name)	(organism)
R33426	(name)	(organism)
R33428	(name)	(organism)
R33429	(name)	(organism)
R33430	(name)	(organism)
R33431	(name)	(organism)
R33435	(name)	(organism)
R33436	(name)	(organism)
R33437	(name)	(organism)
R33439	(name)	(organism)
R33440	(name)	(organism)
R33445	(name)	(organism)
R33446	(name)	(organism)
R33447	(name)	(organism)
R33448	(name)	(organism)
R33449	(name)	(organism)
R33450	(name)	(organism)
R33451	(name)	(organism)
R33453	(name)	(organism)
R33454	(name)	(organism)
R33455	(name)	(organism)
R33457	(name)	(organism)
R33458	(name)	(organism)
R33462	(name)	(organism)
R33467	(name)	(organism)
R33468	(name)	(organism)
R33470	(name)	(organism)
R33474	(name)	(organism)
R33476	(name)	(organism)
R33477	(name)	(organism)
R33478	(name)	(organism)
R33479	(name)	(organism)
R33480	(name)	(organism)
R33482	(name)	(organism)
R33483	(name)	(organism)
R33484	(name)	(organism)
R33485	(name)	(organism)
R33486	(name)	(organism)
R33493	(name)	(organism)
R33498	(name)	(organism)
R33499	(name)	(organism)
R33501	(name)	(organism)
R33503	(name)	(organism)
R33520	(name)	(organism)
R33521	(name)	(organism)
R33522	(name)	(organism)
R33523	(name)	(organism)
R33524	(name)	(organism)
R33525	(name)	(organism)
R33526	(name)	(organism)
R33527	(name)	(organism)
R33529	(name)	(organism)
R33531	(name)	(organism)
R33532	(name)	(organism)
R33534	(name)	(organism)
R33535	(name)	(organism)
R33536	(name)	(organism)
R33539	(name)	(organism)
R33541	(name)	(organism)
R33542	(name)	(organism)
R33544	(name)	(organism)
R33551	(name)	(organism)
R33555	(name)	(organism)
R33556	(name)	(organism)
R33561	(name)	(organism)
R33570	(name)	(organism)
R33571	(name)	(organism)
R33573	(name)	(organism)
R33574	(name)	(organism)
R33575	(name)	(organism)
R33576	(name)	(organism)
R33577	(name)	(organism)
R33579	(name)	(organism)
R33581	(name)	(organism)
R33583	(name)	(organism)
R33584	(name)	(organism)
R33589	(name)	(organism)
R33592	(name)	(organism)
R33594	(name)	(organism)
R33595	(name)	(organism)
R33599	(name)	(organism)
R33601	(name)	(organism)
R33602	(name)	(organism)
R33605	(name)	(organism)
R33607	(name)	(organism)
R33616	(name)	(organism)
R33617	(name)	(organism)
R33618	(name)	(organism)
R33619	(name)	(organism)
R33621	(name)	(organism)
R33626	(name)	(organism)
R33627	(name)	(organism)
R33628	(name)	(organism)
R33629	(name)	(organism)
R33630	(name)	(organism)
R33633	(name)	(organism)
R33634	(name)	(organism)
R33635	(name)	(organism)
R33636	(name)	(organism)
R33638	(name)	(organism)
R33639	(name)	(organism)
R33640	(name)	(organism)
R33641	(name)	(organism)
R33642	(name)	(organism)
R33643	(name)	(organism)
R33645	(name)	(organism)
R33647	(name)	(organism)
R33648	(name)	(organism)
R33649	(name)	(organism)
R33655	(name)	(organism)
R33659	(name)	(organism)
R33660	(name)	(organism)
R33663	(name)	(organism)
R33664	(name)	(organism)
R33665	(name)	(organism)
R33666	(name)	(organism)
R33667	(name)	(organism)
R33668	(name)	(organism)
R33669	(name)	(organism)
R33670	(name)	(organism)
R33673	(name)	(organism)
R33674	(name)	(organism)
R33676	(name)	(organism)
R33680	(name)	(organism)
R33683	(name)	(organism)
R33685	(name)	(organism)
R33688	(name)	(organism)
R33689	(name)	(organism)
R33690	(name)	(organism)
R33691	(name)	(organism)
R33701	(name)	(organism)
R33711	(name)	(organism)
R33712	(name)	(organism)
R33713	(name)	(organism)
R33714	(name)	(organism)
R33715	(name)	(organism)
R33716	(name)	(organism)
R33718	(name)	(organism)
R33721	(name)	(organism)
R33722	(name)	(organism)
R33723	(name)	(organism)
R33724	(name)	(organism)
R33725	(name)	(organism)
R33726	(name)	(organism)
R33727	(name)	(organism)
R33728	(name)	(organism)
R33729	(name)	(organism)
R33730	(name)	(organism)
R33731	(name)	(organism)
R33739	(name)	(organism)
R33740	(name)	(organism)
R33741	(name)	(organism)
R33742	(name)	(organism)
R33743	(name)	(organism)
R33744	(name)	(organism)
R33745	(name)	(organism)
R33746	(name)	(organism)
R33747	(name)	(organism)
R33748	(name)	(organism)
R33749	(name)	(organism)
R33750	(name)	(organism)
R33751	(name)	(organism)
R33753	(name)	(organism)
R33754	(name)	(organism)
R33755	(name)	(organism)
R33756	(name)	(organism)
R33758	(name)	(organism)
R33762	(name)	(organism)
R33763	(name)	(organism)
R33765	(name)	(organism)
R33766	(name)	(organism)
R33768	(name)	(organism)
R33770	(name)	(organism)
R33771	(name)	(organism)
R33772	(name)	(organism)
R33773	(name)	(organism)
R33774	(name)	(organism)
R33777	(name)	(organism)
R33778	(name)	(organism)
R33780	(name)	(organism)
R33781	(name)	(organism)
R33791	(name)	(organism)
R33795	(name)	(organism)
R33796	(name)	(organism)
R33797	(name)	(organism)
R33800	(name)	(organism)
R33804	(name)	(organism)
R33805	(name)	(organism)
R33808	(name)	(organism)
R33811	(name)	(organism)
R33812	(name)	(organism)
R33813	(name)	(organism)
R33814	(name)	(organism)
R33815	(name)	(organism)
R33816	(name)	(organism)
R33817	(name)	(organism)
R33818	(name)	(organism)
R33819	(name)	(organism)
R33820	(name)	(organism)
R33821	(name)	(organism)
R33822	(name)	(organism)
R33823	(name)	(organism)
R33825	(name)	(organism)
R33826	(name)	(organism)
R33837	(name)	(organism)
R33838	(name)	(organism)
R33842	(name)	(organism)
R33845	(name)	(organism)
R33847	(name)	(organism)
R33851	(name)	(organism)
R33852	(name)	(organism)
R33853	(name)	(organism)
R33856	(name)	(organism)
R33857	(name)	(organism)
R33860	(name)	(organism)
R33863	(name)	(organism)
R33866	(name)	(organism)
R33867	(name)	(organism)
R33868	(name)	(organism)
R33869	(name)	(organism)
R33870	(name)	(organism)
R33871	(name)	(organism)
R33872	(name)	(organism)
R33873	(name)	(organism)
R33874	(name)	(organism)
R33875	(name)	(organism)
R33876	(name)	(organism)
R33877	(name)	(organism)
R33878	(name)	(organism)
R33879	(name)	(organism)
R33880	(name)	(organism)
R33882	(name)	(organism)
R33891	(name)	(organism)
R33920	(name)	(organism)
R33921	(name)	(organism)
R33922	(name)	(organism)
R33923	(name)	(organism)
R33924	(name)	(organism)
R33925	(name)	(organism)
R33926	(name)	(organism)
R33927	(name)	(organism)
R33928	(name)	(organism)
R33929	(name)	(organism)
R33930	(name)	(organism)
R33932	(name)	(organism)
R33933	(name)	(organism)
R33936	(name)	(organism)
R33937	(name)	(organism)
R33938	(name)	(organism)
R33939	(name)	(organism)
R33940	(name)	(organism)
R33941	(name)	(organism)
R33942	(name)	(organism)
R33943	(name)	(organism)
R33944	(name)	(organism)
R33945	(name)	(organism)
R33946	(name)	(organism)
R33947	(name)	(organism)
R33952	(name)	(organism)
R33953	(name)	(organism)
R33954	(name)	(organism)
R33957	(name)	(organism)
R33961	(name)	(organism)
R33963	(name)	(organism)
R33969	(name)	(organism)
R33971	(name)	(organism)
R33972	(name)	(organism)
R33973	(name)	(organism)
R33974	(name)	(organism)
R33975	(name)	(organism)
R33976	(name)	(organism)
R33980	(name)	(organism)
R33981	(name)	(organism)
R33982	(name)	(organism)
R33984	(name)	(organism)
R33985	(name)	(organism)
R33986	(name)	(organism)
R33987	(name)	(organism)
R33988	(name)	(organism)
